238,238,2,1,-393.2690952955642273991543333977460861206,-418.5919138172620819204894360154867172241,-93.52824880494867443303519394248723983765,396.9571992778455751249566674232482910156,422.5174968919757247931556776165962219238,94.40536300232562894052534829825162887573,313.0558430504592024590237997472286224365,292.4639346757632551998540293425321578979,-0.018203446525149047374725341796875,239001.941065918072126805782318115234375,239001.95926936459727585315704345703125,detector3,detector3,1
238,238,1,2,396.9571992778455751249566674232482910156,422.5174968919757247931556776165962219238,94.40536300232562894052534829825162887573,-393.2690952955642273991543333977460861206,-418.5919138172620819204894360154867172241,-93.52824880494867443303519394248723983765,292.4639346757632551998540293425321578979,313.0558430504592024590237997472286224365,0.018203446525149047374725341796875,239001.95926936459727585315704345703125,239001.941065918072126805782318115234375,detector3,detector3,1
511,511,2,1,-18.29627469771284609123540576547384262085,-575.1909165418762768240412697196006774902,186.8038064172777978910744423046708106995,18.10694549431319799737138964701443910599,569.2388612830426382060977630317211151123,-184.8707672360598621708049904555082321167,338.9581484073741535212320741266012191772,222.4285777756399511417839676141738891602,0.02088426868431270122528076171875,512002.018200624850578606128692626953125,512001.997316356166265904903411865234375,detector3,detector3,1
511,511,1,2,18.10694549431319799737138964701443910599,569.2388612830426382060977630317211151123,-184.8707672360598621708049904555082321167,-18.29627469771284609123540576547384262085,-575.1909165418762768240412697196006774902,186.8038064172777978910744423046708106995,222.4285777756399511417839676141738891602,338.9581484073741535212320741266012191772,-0.02088426868431270122528076171875,512001.997316356166265904903411865234375,512002.018200624850578606128692626953125,detector3,detector3,1
511,511,2,1,-16.92539183089014542815675667952746152878,-566.7937717237135757386568002402782440186,182.1178554926291326410137116909027099609,18.10694549431319799737138964701443910599,569.2388612830426382060977630317211151123,-184.8707672360598621708049904555082321167,65.51227729560517332174640614539384841919,222.4285777756399511417839676141738891602,0.0532845731941051781177520751953125,512002.0506009293603710830211639404296875,512001.997316356166265904903411865234375,detector3,detector3,0
511,511,1,2,18.10694549431319799737138964701443910599,569.2388612830426382060977630317211151123,-184.8707672360598621708049904555082321167,-16.92539183089014542815675667952746152878,-566.7937717237135757386568002402782440186,182.1178554926291326410137116909027099609,222.4285777756399511417839676141738891602,65.51227729560517332174640614539384841919,-0.0532845731941051781177520751953125,512001.997316356166265904903411865234375,512002.0506009293603710830211639404296875,detector3,detector3,0
570,570,2,1,333.707926031947181400028057396411895752,253.8449920826580807897698832675814628601,192.3008973084359638505702605471014976501,-333.3570471428501491573115345090627670288,-253.5780854799774033381254412233829498291,-192.0987015559338715320336632430553436279,306.4802846825116375839570537209510803223,279.0592632919599509477848187088966369629,0.00161783141084015369415283203125,571001.538659601123072206974029541015625,571001.537041769712232053279876708984375,detector1,detector1,1
570,570,1,2,-333.3570471428501491573115345090627670288,-253.5780854799774033381254412233829498291,-192.0987015559338715320336632430553436279,333.707926031947181400028057396411895752,253.8449920826580807897698832675814628601,192.3008973084359638505702605471014976501,279.0592632919599509477848187088966369629,306.4802846825116375839570537209510803223,-0.00161783141084015369415283203125,571001.537041769712232053279876708984375,571001.538659601123072206974029541015625,detector1,detector1,1
791,791,2,1,-423.4110405711957696439640130847692489624,-56.8343311665096564411214785650372505188,120.0794704911029953109391499310731887817,421.3029835422324254068371374160051345825,56.55136733273630511575902346521615982056,-119.4816250228755336593167157843708992004,69.41878641617255141227360581979155540466,274.2006537762702009786153212189674377441,0.0073697227053344249725341796875,792001.4802360259927809238433837890625,792001.472866303287446498870849609375,detector1,detector1,1
791,791,1,2,421.3029835422324254068371374160051345825,56.55136733273630511575902346521615982056,-119.4816250228755336593167157843708992004,-423.4110405711957696439640130847692489624,-56.8343311665096564411214785650372505188,120.0794704911029953109391499310731887817,274.2006537762702009786153212189674377441,69.41878641617255141227360581979155540466,-0.0073697227053344249725341796875,792001.472866303287446498870849609375,792001.4802360259927809238433837890625,detector1,detector1,1
795,795,2,1,55.56558311615866330157587071880698204041,569.8357830172400326773640699684619903564,174.0381422551611763083201367408037185669,-56.24287297670649365954886889085173606873,-576.7815213028998186928220093250274658203,-176.1594962028302973067184211686253547668,324.8544988278619030097615905106067657471,206.2841279634581894697475945577025413513,-0.02433009841479361057281494140625,796001.996067246771417558193206787109375,796002.020397345186211168766021728515625,detector3,detector3,0
795,795,1,2,-56.24287297670649365954886889085173606873,-576.7815213028998186928220093250274658203,-176.1594962028302973067184211686253547668,55.56558311615866330157587071880698204041,569.8357830172400326773640699684619903564,174.0381422551611763083201367408037185669,206.2841279634581894697475945577025413513,324.8544988278619030097615905106067657471,0.02433009841479361057281494140625,796002.020397345186211168766021728515625,796001.996067246771417558193206787109375,detector3,detector3,0
841,841,2,1,-60.27820396395195245986542431637644767761,576.7302837551491165868355892598628997803,-107.2233002366414353900836431421339511871,60.35692389766577292675719945691525936127,-577.4834609688415412165340967476367950439,107.3633278176266543368910788558423519135,180.8637144801466547505697235465049743652,141.3605417751501249767898116260766983032,-0.002568834344856441020965576171875,842001.967033205670304596424102783203125,842001.969602040015161037445068359375,detector3,detector3,1
841,841,1,2,60.35692389766577292675719945691525936127,-577.4834609688415412165340967476367950439,107.3633278176266543368910788558423519135,-60.27820396395195245986542431637644767761,576.7302837551491165868355892598628997803,-107.2233002366414353900836431421339511871,141.3605417751501249767898116260766983032,180.8637144801466547505697235465049743652,0.002568834344856441020965576171875,842001.969602040015161037445068359375,842001.967033205670304596424102783203125,detector3,detector3,1
998,998,2,1,-258.0759667888382296041527297347784042358,338.1294388281325495881901588290929794312,-67.51743171508044838446949142962694168091,262.3936728441697709968138951808214187622,-343.78646897967945506024989299476146698,68.64702323568555186739104101434350013733,124.2375682204988578405391308479011058807,155.4819559521571363802650012075901031494,-0.024035266949795186519622802734375,999001.436625069938600063323974609375,999001.460660336888395249843597412109375,detector1,detector1,0
998,998,1,2,262.3936728441697709968138951808214187622,-343.78646897967945506024989299476146698,68.64702323568555186739104101434350013733,-258.0759667888382296041527297347784042358,338.1294388281325495881901588290929794312,-67.51743171508044838446949142962694168091,155.4819559521571363802650012075901031494,124.2375682204988578405391308479011058807,0.024035266949795186519622802734375,999001.460660336888395249843597412109375,999001.436625069938600063323974609375,detector1,detector1,0
1037,1037,2,1,-449.1760564682016365622985176742076873779,149.7699420060760360229323850944638252258,-60.70936891778848121248302049934864044189,439.8860039978081886147265322506427764893,-146.6723356228143018142873188480734825134,59.45375162793266810012937639839947223663,126.4989865176278698299938696436583995819,28.07692248687432368114968994632363319397,0.032932898961007595062255859375,1038001.59231282584369182586669921875,1038001.559379926882684230804443359375,detector2,detector2,0
1037,1037,1,2,439.8860039978081886147265322506427764893,-146.6723356228143018142873188480734825134,59.45375162793266810012937639839947223663,-449.1760564682016365622985176742076873779,149.7699420060760360229323850944638252258,-60.70936891778848121248302049934864044189,28.07692248687432368114968994632363319397,126.4989865176278698299938696436583995819,-0.032932898961007595062255859375,1038001.559379926882684230804443359375,1038001.59231282584369182586669921875,detector2,detector2,0
1037,1037,2,1,-449.7242945150995296899054665118455886841,150.5808346111674040912475902587175369263,-61.56468853170910904282209230586886405945,439.8860039978081886147265322506427764893,-146.6723356228143018142873188480734825134,59.45375162793266810012937639839947223663,140.9879667790356734258239157497882843018,28.07692248687432368114968994632363319397,0.03726882603950798511505126953125,1038001.59664875292219221591949462890625,1038001.559379926882684230804443359375,detector2,detector2,0
1037,1037,1,2,439.8860039978081886147265322506427764893,-146.6723356228143018142873188480734825134,59.45375162793266810012937639839947223663,-449.7242945150995296899054665118455886841,150.5808346111674040912475902587175369263,-61.56468853170910904282209230586886405945,28.07692248687432368114968994632363319397,140.9879667790356734258239157497882843018,-0.03726882603950798511505126953125,1038001.559379926882684230804443359375,1038001.59664875292219221591949462890625,detector2,detector2,0
1186,1186,2,1,-304.0538314095460350472421851009130477905,488.8599994487884146110445726662874221802,223.2852276376017925940686836838722229004,304.7306681024782619715551845729351043701,-489.9482224907407044156570918858051300049,-223.7822700012985421835765009745955467224,99.55275806436154084622103255242109298706,291.2663762152841968600114341825246810913,-0.004585006274282932281494140625,1187002.05971203208900988101959228515625,1187002.06429703836329281330108642578125,detector3,detector3,0
1186,1186,1,2,304.7306681024782619715551845729351043701,-489.9482224907407044156570918858051300049,-223.7822700012985421835765009745955467224,-304.0538314095460350472421851009130477905,488.8599994487884146110445726662874221802,223.2852276376017925940686836838722229004,291.2663762152841968600114341825246810913,99.55275806436154084622103255242109298706,0.004585006274282932281494140625,1187002.06429703836329281330108642578125,1187002.05971203208900988101959228515625,detector3,detector3,0
